,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,92,0,8,5,5,200,1,0,random,majority_opinion,1500
0,100,14,0,86,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,91,0,9,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,14,0,86,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,70,0,30,5,5,200,1,0,random,majority_opinion,1500
0,100,8,0,92,5,5,200,1,0,random,majority_opinion,1500
0,100,90,0,10,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,25,0,75,5,5,200,1,0,random,majority_opinion,1500
0,100,64,0,36,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,77,0,23,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,91,0,9,5,5,200,1,0,random,majority_opinion,1500
0,100,13,0,87,5,5,200,1,0,random,majority_opinion,1500
0,100,60,0,40,5,5,200,1,0,random,majority_opinion,1500
0,100,9,0,91,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,19,0,81,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,91,0,9,5,5,200,1,0,random,majority_opinion,1500
0,100,79,0,21,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,8,0,92,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,86,0,14,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,92,0,8,5,5,200,1,0,random,majority_opinion,1500
0,100,31,0,69,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,11,0,89,5,5,200,1,0,random,majority_opinion,1500
0,100,88,0,12,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,91,0,9,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,11,0,89,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,8,1,91,5,5,200,1,0,random,majority_opinion,1500
0,100,11,0,89,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,27,0,73,5,5,200,1,0,random,majority_opinion,1500
0,100,79,0,21,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,92,0,8,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,91,0,9,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,94,0,6,5,5,200,1,0,random,majority_opinion,1500
0,100,20,0,80,5,5,200,1,0,random,majority_opinion,1500
0,100,46,1,53,5,5,200,1,0,random,majority_opinion,1500
0,100,89,0,11,5,5,200,1,0,random,majority_opinion,1500
0,100,86,0,14,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,38,0,62,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,46,0,54,5,5,200,1,0,random,majority_opinion,1500
0,100,8,0,92,5,5,200,1,0,random,majority_opinion,1500
0,100,7,0,93,5,5,200,1,0,random,majority_opinion,1500
0,100,88,2,10,5,5,200,1,0,random,majority_opinion,1500
0,100,67,0,33,5,5,200,1,0,random,majority_opinion,1500
0,100,95,0,5,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
0,100,6,0,94,5,5,200,1,0,random,majority_opinion,1500
0,100,5,0,95,5,5,200,1,0,random,majority_opinion,1500
