,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,79,1,20,5,5,200,1,0,random,simple,1500
0,100,45,0,55,5,5,200,1,0,random,simple,1500
0,100,70,1,29,5,5,200,1,0,random,simple,1500
0,100,65,2,33,5,5,200,1,0,random,simple,1500
0,100,43,0,57,5,5,200,1,0,random,simple,1500
0,100,71,1,28,5,5,200,1,0,random,simple,1500
0,100,43,1,56,5,5,200,1,0,random,simple,1500
0,100,52,0,48,5,5,200,1,0,random,simple,1500
0,100,50,0,50,5,5,200,1,0,random,simple,1500
0,100,46,3,51,5,5,200,1,0,random,simple,1500
0,100,41,2,57,5,5,200,1,0,random,simple,1500
0,100,33,1,66,5,5,200,1,0,random,simple,1500
0,100,70,0,30,5,5,200,1,0,random,simple,1500
0,100,56,0,44,5,5,200,1,0,random,simple,1500
0,100,39,1,60,5,5,200,1,0,random,simple,1500
0,100,55,0,45,5,5,200,1,0,random,simple,1500
0,100,53,0,47,5,5,200,1,0,random,simple,1500
0,100,42,0,58,5,5,200,1,0,random,simple,1500
0,100,54,0,46,5,5,200,1,0,random,simple,1500
0,100,23,4,73,5,5,200,1,0,random,simple,1500
0,100,48,3,49,5,5,200,1,0,random,simple,1500
0,100,17,3,80,5,5,200,1,0,random,simple,1500
0,100,54,4,42,5,5,200,1,0,random,simple,1500
0,100,50,0,50,5,5,200,1,0,random,simple,1500
0,100,43,0,57,5,5,200,1,0,random,simple,1500
0,100,66,0,34,5,5,200,1,0,random,simple,1500
0,100,59,2,39,5,5,200,1,0,random,simple,1500
0,100,69,0,31,5,5,200,1,0,random,simple,1500
0,100,79,2,19,5,5,200,1,0,random,simple,1500
0,100,57,3,40,5,5,200,1,0,random,simple,1500
0,100,47,1,52,5,5,200,1,0,random,simple,1500
0,100,66,2,32,5,5,200,1,0,random,simple,1500
0,100,49,1,50,5,5,200,1,0,random,simple,1500
0,100,25,0,75,5,5,200,1,0,random,simple,1500
0,100,66,0,34,5,5,200,1,0,random,simple,1500
0,100,58,0,42,5,5,200,1,0,random,simple,1500
0,100,36,2,62,5,5,200,1,0,random,simple,1500
0,100,34,0,66,5,5,200,1,0,random,simple,1500
0,100,47,2,51,5,5,200,1,0,random,simple,1500
0,100,36,3,61,5,5,200,1,0,random,simple,1500
0,100,41,1,58,5,5,200,1,0,random,simple,1500
0,100,58,0,42,5,5,200,1,0,random,simple,1500
0,100,44,0,56,5,5,200,1,0,random,simple,1500
0,100,42,1,57,5,5,200,1,0,random,simple,1500
0,100,58,1,41,5,5,200,1,0,random,simple,1500
0,100,43,2,55,5,5,200,1,0,random,simple,1500
0,100,46,0,54,5,5,200,1,0,random,simple,1500
0,100,62,1,37,5,5,200,1,0,random,simple,1500
0,100,60,1,39,5,5,200,1,0,random,simple,1500
0,100,64,4,32,5,5,200,1,0,random,simple,1500
0,100,58,0,42,5,5,200,1,0,random,simple,1500
0,100,62,0,38,5,5,200,1,0,random,simple,1500
0,100,49,1,50,5,5,200,1,0,random,simple,1500
0,100,32,1,67,5,5,200,1,0,random,simple,1500
0,100,50,0,50,5,5,200,1,0,random,simple,1500
0,100,54,1,45,5,5,200,1,0,random,simple,1500
0,100,55,0,45,5,5,200,1,0,random,simple,1500
0,100,21,0,79,5,5,200,1,0,random,simple,1500
0,100,32,0,68,5,5,200,1,0,random,simple,1500
0,100,48,0,52,5,5,200,1,0,random,simple,1500
0,100,56,0,44,5,5,200,1,0,random,simple,1500
0,100,26,2,72,5,5,200,1,0,random,simple,1500
0,100,63,1,36,5,5,200,1,0,random,simple,1500
0,100,64,0,36,5,5,200,1,0,random,simple,1500
0,100,35,1,64,5,5,200,1,0,random,simple,1500
0,100,21,1,78,5,5,200,1,0,random,simple,1500
0,100,57,0,43,5,5,200,1,0,random,simple,1500
0,100,64,0,36,5,5,200,1,0,random,simple,1500
0,100,26,2,72,5,5,200,1,0,random,simple,1500
0,100,31,0,69,5,5,200,1,0,random,simple,1500
0,100,86,2,12,5,5,200,1,0,random,simple,1500
0,100,29,2,69,5,5,200,1,0,random,simple,1500
0,100,74,2,24,5,5,200,1,0,random,simple,1500
0,100,82,1,17,5,5,200,1,0,random,simple,1500
0,100,56,4,40,5,5,200,1,0,random,simple,1500
0,100,39,0,61,5,5,200,1,0,random,simple,1500
0,100,52,0,48,5,5,200,1,0,random,simple,1500
0,100,71,2,27,5,5,200,1,0,random,simple,1500
0,100,50,1,49,5,5,200,1,0,random,simple,1500
0,100,56,1,43,5,5,200,1,0,random,simple,1500
0,100,43,2,55,5,5,200,1,0,random,simple,1500
0,100,68,0,32,5,5,200,1,0,random,simple,1500
0,100,77,1,22,5,5,200,1,0,random,simple,1500
0,100,54,0,46,5,5,200,1,0,random,simple,1500
0,100,72,0,28,5,5,200,1,0,random,simple,1500
0,100,13,2,85,5,5,200,1,0,random,simple,1500
0,100,64,1,35,5,5,200,1,0,random,simple,1500
0,100,77,0,23,5,5,200,1,0,random,simple,1500
0,100,38,0,62,5,5,200,1,0,random,simple,1500
0,100,37,2,61,5,5,200,1,0,random,simple,1500
0,100,63,1,36,5,5,200,1,0,random,simple,1500
0,100,28,1,71,5,5,200,1,0,random,simple,1500
0,100,63,0,37,5,5,200,1,0,random,simple,1500
0,100,45,0,55,5,5,200,1,0,random,simple,1500
0,100,74,2,24,5,5,200,1,0,random,simple,1500
0,100,31,1,68,5,5,200,1,0,random,simple,1500
0,100,33,3,64,5,5,200,1,0,random,simple,1500
0,100,38,1,61,5,5,200,1,0,random,simple,1500
0,100,67,1,32,5,5,200,1,0,random,simple,1500
0,100,61,1,38,5,5,200,1,0,random,simple,1500
