,#agents,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,49,0,51,5,5,200,1,0,CO,discussion,1500
0,100,50,0,50,5,5,200,1,0,CO,discussion,1500
0,100,49,0,51,5,5,200,1,0,CO,discussion,1500
0,100,44,0,56,5,5,200,1,0,CO,discussion,1500
0,100,58,0,42,5,5,200,1,0,CO,discussion,1500
0,100,24,0,76,5,5,200,1,0,CO,discussion,1500
0,100,67,0,33,5,5,200,1,0,CO,discussion,1500
0,100,33,0,67,5,5,200,1,0,CO,discussion,1500
0,100,44,0,56,5,5,200,1,0,CO,discussion,1500
0,100,55,0,45,5,5,200,1,0,CO,discussion,1500
0,100,26,0,74,5,5,200,1,0,CO,discussion,1500
0,100,52,0,48,5,5,200,1,0,CO,discussion,1500
0,100,37,0,63,5,5,200,1,0,CO,discussion,1500
0,100,72,0,28,5,5,200,1,0,CO,discussion,1500
0,100,67,0,33,5,5,200,1,0,CO,discussion,1500
0,100,41,0,59,5,5,200,1,0,CO,discussion,1500
0,100,55,0,45,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,64,0,36,5,5,200,1,0,CO,discussion,1500
0,100,34,0,66,5,5,200,1,0,CO,discussion,1500
0,100,41,0,59,5,5,200,1,0,CO,discussion,1500
0,100,67,0,33,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,85,0,15,5,5,200,1,0,CO,discussion,1500
0,100,46,0,54,5,5,200,1,0,CO,discussion,1500
0,100,33,0,67,5,5,200,1,0,CO,discussion,1500
0,100,31,0,69,5,5,200,1,0,CO,discussion,1500
0,100,69,0,31,5,5,200,1,0,CO,discussion,1500
0,100,71,0,29,5,5,200,1,0,CO,discussion,1500
0,100,50,0,50,5,5,200,1,0,CO,discussion,1500
0,100,55,0,45,5,5,200,1,0,CO,discussion,1500
0,100,65,0,35,5,5,200,1,0,CO,discussion,1500
0,100,50,0,50,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,56,0,44,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,68,0,32,5,5,200,1,0,CO,discussion,1500
0,100,51,0,49,5,5,200,1,0,CO,discussion,1500
0,100,48,0,52,5,5,200,1,0,CO,discussion,1500
0,100,54,0,46,5,5,200,1,0,CO,discussion,1500
0,100,29,0,71,5,5,200,1,0,CO,discussion,1500
0,100,28,0,72,5,5,200,1,0,CO,discussion,1500
0,100,57,0,43,5,5,200,1,0,CO,discussion,1500
0,100,41,0,59,5,5,200,1,0,CO,discussion,1500
0,100,53,0,47,5,5,200,1,0,CO,discussion,1500
0,100,37,0,63,5,5,200,1,0,CO,discussion,1500
0,100,41,0,59,5,5,200,1,0,CO,discussion,1500
0,100,65,0,35,5,5,200,1,0,CO,discussion,1500
0,100,50,0,50,5,5,200,1,0,CO,discussion,1500
0,100,57,0,43,5,5,200,1,0,CO,discussion,1500
0,100,33,0,67,5,5,200,1,0,CO,discussion,1500
0,100,51,0,49,5,5,200,1,0,CO,discussion,1500
0,100,25,0,75,5,5,200,1,0,CO,discussion,1500
0,100,65,0,35,5,5,200,1,0,CO,discussion,1500
0,100,69,0,31,5,5,200,1,0,CO,discussion,1500
0,100,20,0,80,5,5,200,1,0,CO,discussion,1500
0,100,57,0,43,5,5,200,1,0,CO,discussion,1500
